Customer Name,Age,Gender,Location,Choice of Beer,Prices
Customer 311,48,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 312,53,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 313,54,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 314,50,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 315,45,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 316,57,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 317,59,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 318,53,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 319,38,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 320,58,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 321,37,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 322,58,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 323,37,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 324,53,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 325,55,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 326,61,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 327,59,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 328,57,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 329,46,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 330,56,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 331,36,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 332,46,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 333,38,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 334,60,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 335,49,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 336,39,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 337,41,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 338,56,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 339,56,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 340,63,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 341,46,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 342,36,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 343,48,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 344,53,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 345,44,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 346,64,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 347,46,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 348,61,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 349,52,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 350,65,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 351,61,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 352,37,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 353,49,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 354,60,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 355,53,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 356,65,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 357,55,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 358,47,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 359,49,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 360,54,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 361,45,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 362,42,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 363,59,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 364,44,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 365,57,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 366,61,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 367,38,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 368,47,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 369,47,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 370,59,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 371,39,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 372,40,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 373,52,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 374,62,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 375,36,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 376,45,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 377,51,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 378,55,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 379,64,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 380,62,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 381,60,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 382,61,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 383,47,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 384,58,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 385,62,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 386,55,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 387,63,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 388,36,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 389,40,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 390,44,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 391,64,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 392,45,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 393,22,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 394,33,Female,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 395,31,Female,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 396,21,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 397,34,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 398,26,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 399,25,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 400,26,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 401,35,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 402,32,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 403,25,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 404,29,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 405,27,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 406,24,Female,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 407,28,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 408,22,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 409,28,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 410,32,Female,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 411,21,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 412,22,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 413,30,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 414,27,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 415,32,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 416,32,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 417,35,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 418,25,Female,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 419,24,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 420,24,Male,Near Shop B,Stella Artois Can (Pack of 12),1200
Customer 421,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 422,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 423,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 424,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 425,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 426,22,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 427,27,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 428,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 429,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 430,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 431,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 432,31,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 433,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 434,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 435,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 436,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 437,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 438,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 439,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 440,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 441,28,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 442,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 443,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 444,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 445,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 446,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 447,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 448,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 449,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 450,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 451,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 452,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 453,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 454,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 455,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 456,31,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 457,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 458,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 459,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 460,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 461,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 462,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 463,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 464,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 465,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 466,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 467,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 468,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 469,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 470,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 471,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 472,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 473,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 474,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 475,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 476,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 477,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 478,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 479,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 480,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 481,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 482,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 483,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 484,26,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 485,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 486,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 487,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 488,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 489,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 490,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 491,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 492,25,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 493,26,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 494,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 495,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 496,22,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 497,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 498,26,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 499,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 500,26,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 501,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 502,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 503,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 504,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 505,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 506,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 507,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 508,25,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 509,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 510,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 511,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 512,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 513,25,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 514,22,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 515,22,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 516,25,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 517,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 518,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 519,27,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 520,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 521,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 522,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 523,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 524,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 525,26,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 526,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 527,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 528,24,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 529,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 530,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 531,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 532,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 533,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 534,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 535,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 536,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 537,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 538,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 539,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 540,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 541,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 542,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 543,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 544,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 545,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 546,31,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 547,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 548,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 549,27,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 550,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 551,28,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 552,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 553,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 554,27,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 555,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 556,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 557,27,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 558,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 559,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 560,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 561,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 562,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 563,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 564,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 565,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 566,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 567,22,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 568,22,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 569,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 570,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 571,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 572,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 573,25,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 574,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 575,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 576,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 577,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 578,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 579,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 580,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 581,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 582,31,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 583,27,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 584,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 585,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 586,27,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 587,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 588,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 589,28,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 590,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 591,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 592,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 593,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 594,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 595,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 596,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 597,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 598,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 599,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 600,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 601,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 602,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 603,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 604,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 605,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 606,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 607,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 608,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 609,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 610,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 611,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 612,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 613,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 614,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 615,31,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 616,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 617,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 618,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 619,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 620,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 621,25,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 622,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 623,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 624,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 625,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 626,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 627,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 628,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 629,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 630,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 631,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 632,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 633,24,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 634,24,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 635,28,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 636,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 637,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 638,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 639,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 640,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 641,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 642,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 643,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 644,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 645,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 646,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 647,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 648,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 649,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 650,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 651,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 652,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 653,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 654,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 655,24,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 656,34,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 657,27,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 658,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 659,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 660,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 661,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 662,32,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 663,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 664,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 665,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 666,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 667,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 668,35,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 669,21,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 670,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 671,27,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 672,33,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 673,26,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 674,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 675,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 676,21,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 677,23,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 678,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 679,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 680,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 681,31,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 682,35,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 683,29,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 684,30,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 685,23,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 686,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 687,22,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 688,25,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 689,29,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 690,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 691,30,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 692,32,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 693,26,Male,Near Shop B,Competitor Can (Pack of 6),540
Customer 694,34,Female,Near Shop B,Competitor Can (Pack of 6),540
Customer 695,64,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 696,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 697,55,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 698,62,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 699,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 700,57,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 701,58,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 702,61,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 703,39,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 704,47,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 705,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 706,51,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 707,58,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 708,53,Female,Near Shop B,Competitor Bottle (Pack of 6),600
